Basin,Region,Site,Reference,Indicator,Latitude (°N),Longitude (°E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.10,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.12,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.15,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.11,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.10,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.07,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.09,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.03,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.10,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.12,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.10,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.14,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.12,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.12,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.11,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.10,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,855,105,105
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Other bioconstructed reefs,32.500,34.890,-0.12,0.44,0.44,835,115,115
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.17,0.35,0.35,695,55,55
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.01,0.35,0.35,695,55,55
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,31.800,34.600,0.15,0.44,0.44,695,10,10
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.05,0.35,0.35,600,100,100
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.03,0.35,0.35,600,100,100
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.07,0.35,0.35,555,150,150
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.12,0.35,0.35,550,150,150
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.08,0.35,0.35,550,150,150
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.10,0.35,0.35,550,150,150
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.11,0.35,0.35,550,150,150
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.30,0.35,0.35,550,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.03,0.35,0.35,550,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,31.920,34.690,-0.09,0.49,0.49,550,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.94,0.32,0.32,505,14,14
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.97,0.32,0.32,505,14,14
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.13,0.35,0.35,500,100,100
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.04,0.35,0.35,450,250,250
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.10,0.35,0.35,450,250,250
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.26,0.35,0.35,450,250,250
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.32,0.35,0.35,450,250,250
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.42,0.35,0.35,450,250,250
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.03,0.35,0.35,400,100,100
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.27,0.35,0.35,350,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.07,0.35,0.35,300,100,100
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,0.02,0.35,0.35,50,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.03,0.35,0.35,50,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.500,34.900,-0.03,0.35,0.35,50,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,33.050,35.101,-0.06,0.44,0.44,-50,25,25
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.920,35.070,-1.15,0.33,0.33,-150,149,149
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,31.920,34.690,-0.63,0.66,0.66,-300,50,50
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.410,34.870,-1.39,0.61,0.61,-500,150,150
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.620,34.920,-0.49,0.53,0.53,-850,100,100
Mediterrranean,Israel,Israeli Coast,Dean et al 2019,Archeological,32.660,34.930,-0.89,0.39,0.39,-1925,125,125
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,0.01,0.12,0.12,2007,4,4
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,0.00,0.12,0.12,2005,6,6
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.01,0.12,0.12,2000,7,7
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.02,0.12,0.12,1995,7,7
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.03,0.12,0.12,1990,6,6
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.04,0.12,0.12,1986,5,5
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.05,0.12,0.12,1981,5,5
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.06,0.12,0.12,1978,5,5
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.07,0.12,0.12,1973,5,5
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.08,0.12,0.12,1969,7,7
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.09,0.12,0.12,1961,9,9
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.10,0.12,0.12,1955,10,10
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.11,0.12,0.12,1947,12,12
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.12,0.12,0.12,1936,12,12
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.13,0.12,0.12,1924,13,13
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.14,0.12,0.12,1912,15,15
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.15,0.12,0.12,1899,18,18
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.16,0.12,0.12,1879,27,27
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.17,0.12,0.12,1863,33,33
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.18,0.12,0.12,1851,36,36
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.19,0.12,0.12,1843,37,37
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.20,0.12,0.12,1835,36,36
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.21,0.12,0.12,1827,34,34
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.22,0.12,0.12,1815,31,31
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.23,0.12,0.12,1796,27,27
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.24,0.12,0.12,1771,25,25
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.25,0.12,0.12,1760,28,28
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.26,0.12,0.12,1748,33,33
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.27,0.12,0.12,1740,36,36
Mediterrranean,Croatia,Jadrtovac,Shaw et al (2018),Foraminifera,43.680,15.957,-0.28,0.12,0.12,1734,39,39
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.06,0.06,0.06,2004,0,0
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.08,0.06,0.06,1993,4,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.08,0.06,0.06,1991,3,2
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.10,0.06,0.06,1988,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.11,0.06,0.06,1984,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.12,0.06,0.06,1981,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.13,0.06,0.06,1978,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.14,0.06,0.06,1975,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.14,0.06,0.06,1973,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.16,0.06,0.06,1971,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.17,0.06,0.06,1968,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.19,0.06,0.06,1966,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.18,0.06,0.06,1964,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.17,0.06,0.06,1962,3,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.21,0.06,0.06,1961,6,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.21,0.06,0.06,1959,5,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.22,0.06,0.06,1958,5,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.23,0.06,0.06,1957,5,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.22,0.06,0.06,1956,5,2
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.19,0.06,0.06,1955,6,2
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.24,0.06,0.06,1951,7,3
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.27,0.06,0.06,1944,7,7
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.28,0.06,0.06,1939,6,7
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.28,0.06,0.06,1935,6,7
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.29,0.06,0.06,1931,7,7
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.30,0.06,0.06,1927,7,7
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.32,0.06,0.06,1922,8,7
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.32,0.06,0.06,1918,8,8
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.33,0.06,0.06,1914,8,8
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.33,0.06,0.06,1910,9,8
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.37,0.06,0.06,1905,11,9
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.38,0.06,0.06,1900,12,11
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.38,0.06,0.06,1890,14,13
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.42,0.06,0.06,1880,17,15
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.44,0.06,0.06,1871,19,17
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.44,0.06,0.06,1861,21,18
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.44,0.06,0.06,1850,23,19
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.44,0.06,0.06,1840,27,19
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.47,0.06,0.06,1830,26,20
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.47,0.06,0.06,1819,24,21
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.52,0.06,0.06,1807,25,23
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.54,0.06,0.06,1795,25,24
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.55,0.06,0.06,1783,25,25
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.55,0.06,0.06,1771,25,25
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.63,0.06,0.06,1758,26,27
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.63,0.06,0.06,1745,28,30
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.65,0.06,0.06,1733,30,31
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.69,0.06,0.06,1723,31,33
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.71,0.06,0.06,1712,30,35
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.71,0.06,0.06,1701,30,37
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.74,0.06,0.06,1692,28,34
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.78,0.06,0.06,1683,27,29
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.78,0.06,0.06,1672,23,24
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.79,0.06,0.06,1660,19,19
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.84,0.06,0.06,1646,23,22
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.87,0.06,0.06,1633,23,23
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.87,0.06,0.06,1626,23,24
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.88,0.06,0.06,1620,24,25
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.90,0.06,0.06,1609,27,27
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.91,0.06,0.06,1598,29,30
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.92,0.06,0.06,1588,31,31
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.95,0.06,0.06,1577,32,33
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.95,0.06,0.06,1572,33,34
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.98,0.06,0.06,1567,34,35
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-0.98,0.06,0.06,1556,35,37
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.02,0.06,0.06,1544,33,38
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.04,0.06,0.06,1533,31,38
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.04,0.06,0.06,1527,30,38
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.06,0.06,0.06,1522,29,38
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.06,0.06,0.06,1512,27,36
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.11,0.06,0.06,1502,26,33
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.11,0.06,0.06,1492,26,28
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.12,0.06,0.06,1484,25,26
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.14,0.06,0.06,1479,24,26
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.16,0.06,0.06,1473,24,26
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.20,0.06,0.06,1450,24,28
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.20,0.06,0.06,1426,23,25
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.27,0.06,0.06,1402,25,27
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.32,0.06,0.06,1377,25,31
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.32,0.06,0.06,1353,24,36
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.40,0.06,0.06,1330,23,36
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.40,0.06,0.06,1308,24,34
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.44,0.06,0.06,1285,28,34
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.52,0.06,0.06,1261,31,34
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.56,0.06,0.06,1238,32,33
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.56,0.06,0.06,1214,32,32
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.64,0.06,0.06,1190,32,32
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.60,0.06,0.06,1184,31,32
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.68,0.06,0.06,1166,34,34
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.71,0.06,0.06,1141,35,36
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.76,0.06,0.06,1117,34,38
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.78,0.06,0.06,1092,36,42
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.83,0.06,0.06,1068,37,45
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.88,0.06,0.06,1043,36,48
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.92,0.06,0.06,1019,36,50
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.96,0.06,0.06,999,40,48
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-1.98,0.06,0.06,989,43,46
North Atlantic,Nova Scotia,Chezzetcook Inlet,Gehrels et al (2020),Foraminifera,44.739,-63.260,-2.04,0.06,0.06,960,50,47
North Atlantic,Maine,Sanborn Cove,Gehrels et al (2020),Foraminifera,44.684,-67.403,-0.06,0.17,0.17,2010,0,0
North Atlantic,Maine,Sanborn Cove,Gehrels et al (2020),Foraminifera,44.684,-67.403,-0.21,0.17,0.17,1998,8,7
North Atlantic,Maine,Sanborn Cove,Gehrels et al (2020),Foraminifera,44.684,-67.403,-0.12,0.17,0.17,1988,7,7
North Atlantic,Maine,Sanborn Cove,Gehrels et al (2020),Foraminifera,44.684,-67.403,-0.21,0.17,0.17,1981,7,6
